epoch,loss,micro_p,micro_r,micro_f1,macro_p,macro_r,macro_f1,max_micro_p,max_micro_r,max_micro_f1,max_macro_p,max_macro_r,max_macro_f1
1,0.48022955044973314,0.8002296211251435,0.8002296211251435,0.8002296211251434,0.8008562918838421,0.7987935642675288,0.7993087557603687,0.8002296211251435,0.8002296211251435,0.8002296211251434,0.8008562918838421,0.7987935642675288,0.7993087557603687
2,0.04237106004413299,0.8415614236509759,0.8415614236509759,0.8415614236509759,0.8452380952380952,0.8438156963416051,0.8415144195270142,0.8415614236509759,0.8415614236509759,0.8415614236509759,0.8452380952380952,0.8438156963416051,0.8415144195270142
3,0.043537638914003446,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8712993776471605,0.8630346823862496,0.8643491803606014,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8712993776471605,0.8630346823862496,0.8643491803606014
4,0.03030453087749744,0.7853042479908151,0.7853042479908151,0.7853042479908152,0.78546974522293,0.7840855069248566,0.7844758344635945,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8712993776471605,0.8630346823862496,0.8643491803606014
5,0.06184346069685968,0.8427095292766934,0.8427095292766934,0.8427095292766934,0.8436097820308346,0.8413991273941199,0.8420089583027154,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8712993776471605,0.8630346823862496,0.8643491803606014
6,0.05838539147356514,0.8645235361653272,0.8645235361653272,0.8645235361653272,0.8733540779561088,0.8612493265299654,0.8627503872656375,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8733540779561088,0.8630346823862496,0.8643491803606014
7,0.03600269043983859,0.8599311136624569,0.8599311136624569,0.8599311136624569,0.8757465644082745,0.855573690827074,0.8571747311827956,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8757465644082745,0.8630346823862496,0.8643491803606014
8,0.05753028816035279,0.8714121699196326,0.8714121699196326,0.8714121699196326,0.8879009120644807,0.86707550259352,0.8688817204301076,0.8714121699196326,0.8714121699196326,0.8714121699196326,0.8879009120644807,0.86707550259352,0.8688817204301076
9,0.020128375559005162,0.8564867967853043,0.8564867967853043,0.8564867967853043,0.8563066205773846,0.8560807741472021,0.8561834827968366,0.8714121699196326,0.8714121699196326,0.8714121699196326,0.8879009120644807,0.86707550259352,0.8688817204301076
10,0.033751249383613,0.8828932261768083,0.8828932261768083,0.8828932261768083,0.8850147734909173,0.88131345144149,0.8822373862696443,0.8828932261768083,0.8828932261768083,0.8828932261768083,0.8879009120644807,0.88131345144149,0.8822373862696443
11,0.03797205416854217,0.904707233065442,0.904707233065442,0.904707233065442,0.913451293759513,0.9017499656662336,0.9035842652422963,0.904707233065442,0.904707233065442,0.904707233065442,0.913451293759513,0.9017499656662336,0.9035842652422963
12,0.020705350321542096,0.8622273249138921,0.8622273249138921,0.8622273249138921,0.8656257373919386,0.8601215943544723,0.861198168432012,0.904707233065442,0.904707233065442,0.904707233065442,0.913451293759513,0.9017499656662336,0.9035842652422963
